drug_name,raw_score,total_reviews,positive_reviews,side_effects,age_completion,gender_completion,trust_score
oleptro,-0.5,2,0,1,0.0,0.5,0.25
piperacillin / tazobactam,-0.5,2,0,1,0.0,0.0,0.25
ibrance,-0.5,3,0,1,0.0,0.0,0.25
simponi aria,-0.5,1,0,0,0.0,1.0,0.25
botox cosmetic,-0.5,2,0,1,0.0,0.0,0.25
kionex,-0.5,1,0,0,0.0,0.0,0.25
volumen,-0.5,1,0,0,0.0,0.0,0.25
empagliflozin / linagliptin,-0.5,2,0,1,0.0,0.0,0.25
novantrone,-0.5,1,0,0,0.0,0.0,0.25
oxydose,-0.5,1,0,0,0.0,0.0,0.25
AMITRIPTYLINE HYDROCHLORIDE,-0.5,1,0,0,0.0,1.0,0.25
oxtellar xr,-0.5,1,0,0,0.0,1.0,0.25
megace,-0.5,2,0,1,0.5,0.0,0.25
aromasin,-0.5,2,0,1,0.0,0.0,0.25
fluocinolone,-0.5,2,0,1,0.0,0.0,0.25
flurazepam,-0.5,8,0,4,0.125,0.0,0.25
tranxene,-0.5,4,0,1,0.0,0.0,0.25
crizotinib,-0.5,1,0,0,0.0,0.0,0.25
budeprion sr,-0.5,1,0,0,0.0,0.0,0.25
epclusa,-0.5,14,2,9,0.14285714285714285,0.42857142857142855,0.25
vidaza,-0.5,2,0,1,0.0,0.0,0.25
cefzil,-0.5,2,0,0,0.0,0.0,0.25
celestone,-0.5,1,0,0,0.0,0.0,0.25
loestrin fe 1 / 20,-0.5,1,0,0,0.0,0.0,0.25
cardizem cd,-0.5,1,0,0,0.0,0.0,0.25
lomaira,-0.5,2,0,0,0.5,0.5,0.25
risperdal m-tab,-0.5,1,0,0,0.0,0.0,0.25
thioridazine,-0.5,1,0,0,0.0,0.0,0.25
sublimaze,-0.5,1,0,0,1.0,0.0,0.25
gavilyte-c,-0.5,1,0,0,0.0,0.0,0.25
clindesse,-0.5,1,0,0,0.0,0.0,0.25
tambocor,-0.5,2,0,1,0.0,0.5,0.25
adenosine,-0.5,2,0,0,0.0,0.0,0.25
ventolin,-0.5,1,0,0,0.0,0.0,0.25
natesto,-0.5,1,0,0,1.0,1.0,0.25
maxifed dm,-0.5,1,0,0,0.0,0.0,0.25
mycophenolic acid,-0.5,1,0,0,0.0,0.0,0.25
myobloc,-0.5,1,0,0,0.0,0.0,0.25
depo-medrol,-0.5,2,0,1,0.0,0.5,0.25
gleevec,-0.5,6,0,3,0.0,0.3333333333333333,0.25
cedax,-0.5,1,0,0,0.0,0.0,0.25
cafergot,-0.5,4,0,2,0.0,0.0,0.25
methyldopa,-0.5,1,0,0,1.0,1.0,0.25
avapro,-0.5,2,0,1,0.0,0.0,0.25
methimazole,-0.5,3,0,1,0.0,0.3333333333333333,0.25
trinessa lo,-0.5,2,0,1,0.5,0.0,0.25
micardis,-0.5,6,0,3,0.16666666666666666,0.3333333333333333,0.25
miconazole / zinc oxide,-0.5,2,0,1,0.0,0.0,0.25
miltown,-0.5,1,0,0,0.0,0.0,0.25
prograf,-0.5,1,0,0,0.0,1.0,0.25
humalog,-0.5,1,0,0,0.0,0.0,0.25
targretin,-0.5,1,0,0,0.0,0.0,0.25
aggrenox,-0.5,1,0,0,0.0,0.0,0.25
clozaril,-0.5,1,0,0,0.0,0.0,0.25
lonox,-0.5,1,0,0,0.0,0.0,0.25
anakinra,-0.5,1,0,0,0.0,0.0,0.25
sarafem,-0.5,1,0,0,0.0,0.0,0.25
cyclogyl,-0.5,1,0,0,0.0,0.0,0.25
mibelas 24 fe,-0.5,4,0,2,0.0,0.25,0.25
red yeast rice,-0.5,1,0,0,0.0,0.0,0.25
activella,-0.5,1,0,0,0.0,0.0,0.25
halcion,-0.5,6,0,2,0.16666666666666666,0.0,0.25
moderiba,-0.5,1,0,0,0.0,0.0,0.25
aptensio xr,-0.5,2,0,1,1.0,0.0,0.25
atropine / difenoxin,-0.5,1,0,0,0.0,0.0,0.25
regadenoson,-0.5,4,0,2,0.5,0.0,0.25
droperidol,-0.5,1,0,0,0.0,0.0,0.25
zestril,-0.5,1,0,0,0.0,0.0,0.25
pataday,-0.5,1,0,0,0.0,0.0,0.25
xeomin,-0.5,1,0,0,0.0,1.0,0.25
iressa,-0.5,2,0,1,0.0,0.5,0.25
sotalol,-0.5,4,0,1,0.25,0.0,0.25
ipratropium,-0.5,1,0,0,0.0,0.0,0.25
solu-medrol,-0.5,2,0,0,0.0,0.0,0.25
basaglar,-0.5,1,0,0,0.0,0.0,0.25
chlorpheniramine / dextromethorphan / pseudoephedrine,-0.5,1,0,0,0.0,0.0,0.25
nicorette,-0.5142857142857143,7,0,0,0.0,0.14285714285714285,0.24285714285714283
unisom sleeptabs,-0.5142857142857143,7,0,2,0.14285714285714285,0.5714285714285714,0.24285714285714283
dulaglutide,-0.5272727272727272,55,5,21,0.03636363636363636,0.2545454545454545,0.2363636363636364
tinidazole,-0.53,10,0,4,0.0,0.2,0.235
denosumab,-0.5333333333333333,15,1,8,0.06666666666666667,0.2,0.23333333333333334
zubsolv,-0.5416666666666666,12,2,0,0.4166666666666667,0.5,0.22916666666666669
tirosint,-0.5428571428571428,7,1,3,0.0,0.0,0.2285714285714286
bisoprolol / hydrochlorothiazide,-0.5428571428571428,7,1,4,0.0,0.14285714285714285,0.2285714285714286
nardil,-0.5499999999999999,6,0,2,0.3333333333333333,0.0,0.22500000000000003
catapres,-0.55,10,1,1,0.0,0.0,0.22499999999999998
cabergoline,-0.5714285714285714,7,0,3,0.0,0.42857142857142855,0.2142857142857143
lessina,-0.5833333333333334,6,0,3,0.0,0.3333333333333333,0.20833333333333331
ultracet,-0.6,4,0,1,0.0,0.25,0.2
phosphorated carbohydrate solution,-0.6111111111111112,9,1,6,0.0,0.0,0.19444444444444442
pylera,-0.6176470588235294,17,1,11,0.0,0.23529411764705882,0.19117647058823528
horizant,-0.6333333333333333,3,0,1,0.0,0.0,0.18333333333333335
erlotinib,-0.6625,8,0,4,0.375,0.125,0.16875
prochlorperazine,-0.6625,24,2,16,0.041666666666666664,0.08333333333333333,0.16875
smz-tmp ds,-0.6666666666666666,3,0,2,0.0,0.3333333333333333,0.16666666666666669
amethia,-0.6666666666666666,3,0,2,0.0,0.3333333333333333,0.16666666666666669
fulvestrant,-0.6666666666666666,3,0,2,0.0,0.0,0.16666666666666669
diclegis,-0.6727272727272727,11,0,5,0.0,0.36363636363636365,0.16363636363636364
desyrel,-0.7,5,0,3,0.4,0.2,0.15000000000000002
symbyax,-0.7142857142857143,7,0,5,0.0,0.14285714285714285,0.14285714285714285
sacubitril / valsartan,-0.75,2,0,1,0.0,0.0,0.125
adzenys xr-odt,-0.75,2,0,1,0.5,0.0,0.125
hyoscyamine / methenamine / methylene blue / phenyl salicylate / sodium biphosphate,-0.75,2,0,1,0.5,0.0,0.125
camila,-0.75,4,0,3,0.0,0.75,0.125
femcon fe,-0.75,2,0,1,0.0,0.0,0.125
misoprostol,-0.75,2,0,1,0.0,0.5,0.125
emetrol,-0.75,2,0,1,0.0,0.0,0.125
ozurdex,-0.8,1,0,0,0.0,0.0,0.09999999999999998
requip xl,-0.8,1,0,0,0.0,0.0,0.09999999999999998
collagenase clostridium histolyticum,-0.8,1,0,0,0.0,0.0,0.09999999999999998
FUROSEMIDE,-0.8,1,0,0,0.0,1.0,0.09999999999999998
dovonex,-0.8,1,0,0,0.0,0.0,0.09999999999999998
imitrex nasal,-0.8,1,0,0,0.0,0.0,0.09999999999999998
adoxa,-0.8,1,0,0,0.0,0.0,0.09999999999999998
malathion,-0.8,2,0,0,0.0,0.0,0.09999999999999998
carbidopa / entacapone / levodopa,-0.8,1,0,0,0.0,0.0,0.09999999999999998
flovent hfa,-0.8,1,0,0,0.0,0.0,0.09999999999999998
nateglinide,-0.8,1,0,0,0.0,0.0,0.09999999999999998
torsemide,-0.8,1,0,0,0.0,0.0,0.09999999999999998
butabarbital,-0.8,1,0,0,0.0,0.0,0.09999999999999998
solaraze,-0.8,1,0,0,0.0,0.0,0.09999999999999998
chondroitin / glucosamine / methylsulfonylmethane,-0.8,1,0,0,0.0,1.0,0.09999999999999998
SERTRALINE HYDROCHLORIDE,-0.8,1,0,0,0.0,1.0,0.09999999999999998
insulin lispro,-0.8,1,0,0,0.0,0.0,0.09999999999999998
temodar,-0.8,1,0,0,0.0,0.0,0.09999999999999998
itraconazole,-0.8333333333333334,3,0,2,0.3333333333333333,0.0,0.08333333333333331
zofran odt,-0.8555555555555556,9,0,6,0.0,0.1111111111111111,0.07222222222222219
amlodipine / hydrochlorothiazide / olmesartan,-0.875,4,0,3,0.0,0.5,0.0625
epoetin alfa,-0.9,2,0,1,0.0,0.0,0.04999999999999999
brivaracetam,-0.9,1,0,0,0.0,0.0,0.04999999999999999
benazepril,-0.9,2,0,1,0.0,0.0,0.04999999999999999
abstral,-0.9,1,0,0,0.0,0.0,0.04999999999999999
levemir,-0.9,1,0,0,0.0,0.0,0.04999999999999999
adipost,-0.9,1,0,0,0.0,0.0,0.04999999999999999
revia,-0.9,1,0,0,0.0,1.0,0.04999999999999999
ethotoin,-0.9,1,0,0,1.0,0.0,0.04999999999999999
sharobel,-0.9666666666666667,3,0,2,0.0,0.3333333333333333,0.016666666666666663
tekturna hct,-1.0,1,0,1,0.0,0.0,0.0
telaprevir,-1.0,1,0,1,0.0,0.0,0.0
lo / ovral-28,-1.0,1,0,1,0.0,0.0,0.0
duavee,-1.0,1,0,1,0.0,0.0,0.0
cinacalcet,-1.0,1,0,1,0.0,0.0,0.0
diamox sequels,-1.0,1,0,1,0.0,0.0,0.0
pulmicort turbuhaler,-1.0,1,0,1,0.0,0.0,0.0
disopyramide,-1.0,1,0,1,0.0,0.0,0.0
diphenhydramine / ibuprofen,-1.0,1,0,1,0.0,0.0,0.0
zoster vaccine live,-1.0,1,0,1,0.0,0.0,0.0
OXYBUTYNIN,-1.0,1,0,1,0.0,1.0,0.0
chloromycetin,-1.0,1,0,1,1.0,0.0,0.0
ovide,-1.0,1,0,1,0.0,0.0,0.0
oxaydo,-1.0,1,0,1,0.0,1.0,0.0
balziva,-1.0,2,0,2,0.0,0.5,0.0
doxy 100,-1.0,2,0,2,0.0,0.0,0.0
palbociclib,-1.0,1,0,1,0.0,1.0,0.0
albenza,-1.0,1,0,1,0.0,0.0,0.0
premphase,-1.0,1,0,1,0.0,0.0,0.0
hydromet,-1.0,2,0,2,0.0,0.0,0.0
prenatabs fa,-1.0,1,0,1,0.0,0.0,0.0
ferric citrate,-1.0,1,0,1,0.0,0.0,0.0
trimethobenzamide,-1.0,3,0,3,0.0,0.0,0.0
microgestin 1.5 / 30,-1.0,1,0,1,0.0,0.0,0.0
ferrous gluconate,-1.0,1,0,1,0.0,0.0,0.0
tribenzor,-1.0,1,0,1,0.0,0.0,0.0
menthol / zinc oxide,-1.0,2,0,2,0.5,0.0,0.0
mono-linyah,-1.0,1,0,1,0.0,0.0,0.0
calamine,-1.0,1,0,1,0.0,0.0,0.0
felbatol,-1.0,1,0,1,0.0,0.0,0.0
atovaquone,-1.0,1,0,1,0.0,0.0,0.0
trental,-1.0,1,0,1,0.0,0.0,0.0
flagyl er,-1.0,1,0,1,0.0,0.0,0.0
remeron soltab,-1.0,1,0,1,0.0,1.0,0.0
capecitabine,-1.0,1,0,1,0.0,1.0,0.0
marinol,-1.0,2,0,2,0.0,0.0,0.0
maprotiline,-1.0,1,0,1,0.0,0.0,0.0
ponatinib,-1.0,1,0,1,0.0,0.0,0.0
heme iron polypeptide,-1.0,1,0,1,0.0,1.0,0.0
roxicet,-1.0,1,0,1,0.0,0.0,0.0
tri-estarylla,-1.0,2,0,2,0.0,0.5,0.0
caziant,-1.0,1,0,1,0.0,0.0,0.0
lomedia 24 fe,-1.0,1,0,1,0.0,0.0,0.0
compazine,-1.0,7,0,7,0.0,0.0,0.0
combivir,-1.0,1,0,1,0.0,0.0,0.0
ethambutol,-1.0,1,0,1,0.0,0.0,0.0
ginger,-1.0,1,0,1,0.0,0.0,0.0
synalar ointment,-1.0,1,0,1,0.0,0.0,0.0
herceptin,-1.0,1,0,1,0.0,0.0,0.0
flagyl iv,-1.0,1,0,1,0.0,0.0,0.0
hetlioz,-1.0,1,0,1,0.0,0.0,0.0
valerian,-1.0,1,0,1,0.0,0.0,0.0
ruxolitinib,-1.0,1,0,1,0.0,0.0,0.0
uroxatral,-1.0,1,0,1,0.0,1.0,0.0
prometrium,-1.0,1,0,1,0.0,0.0,0.0
danocrine,-1.0,1,0,1,0.0,0.0,0.0
antara,-1.0,1,0,1,0.0,0.0,0.0
dasatinib,-1.0,3,0,3,0.0,0.0,0.0
dasetta 7 / 7 / 7,-1.0,1,0,1,0.0,1.0,0.0
mucinex fast-max severe congestion & cough,-1.0,1,0,1,0.0,0.0,0.0
garlic,-1.0,1,0,1,0.0,1.0,0.0
camreselo,-1.0,1,0,1,0.0,1.0,0.0
citrate of magnesia,-1.0,1,0,1,0.0,0.0,0.0
"influenza virus vaccine, inactivated",-1.0,1,0,1,0.0,0.0,0.0
edluar,-1.0,1,0,1,1.0,0.0,0.0
xalkori,-1.0,1,0,1,0.0,0.0,0.0
depo-subq provera 104,-1.0,1,0,1,0.0,1.0,0.0
neupogen,-1.0,1,0,1,0.0,0.0,0.0
hyzine,-1.0,1,0,1,0.0,1.0,0.0
allergy dn pe,-1.0,1,0,1,0.0,0.0,0.0
inapsine,-1.0,1,0,1,0.0,0.0,0.0
vitamin d3,-1.0,1,0,1,0.0,0.0,0.0
emend,-1.0,2,0,2,0.0,0.5,0.0
vestura,-1.0,1,0,1,0.0,1.0,0.0
ritonavir,-1.0,1,0,1,0.0,0.0,0.0
afinitor,-1.0,1,0,1,0.0,0.0,0.0
tigan,-1.0,1,0,1,0.0,0.0,0.0
gefitinib,-1.0,2,0,2,0.0,1.0,0.0
carbatrol,-1.0,1,0,1,0.0,1.0,0.0
claritin-d 12 hour,-1.0,1,0,1,0.0,0.0,0.0
gamunex,-1.0,1,0,1,0.0,0.0,0.0
fulvicin u / f,-1.0,1,0,1,0.0,1.0,0.0
rifabutin,-1.0,1,0,1,0.0,0.0,0.0
zebeta,-1.0,1,0,1,0.0,0.0,0.0
zecuity,-1.0,1,0,1,0.0,0.0,0.0
zestoretic,-1.0,1,0,1,0.0,0.0,0.0
magnesium sulfate,-1.0,1,0,1,0.0,0.0,0.0
alprazolam intensol,-1.0,1,0,1,0.0,0.0,0.0
VARENICLINE TARTRATE,-1.0,1,0,1,0.0,1.0,0.0
ogestrel-28,-1.0,1,0,1,0.0,0.0,0.0
odefsey,-1.0,1,0,1,0.0,0.0,0.0
immune globulin intravenous and subcutaneous,-1.0,1,0,1,0.0,0.0,0.0
detrol la,-1.0,1,0,1,0.0,0.0,0.0
sodium ferric gluconate complex,-1.0,1,0,1,0.0,0.0,0.0
pacerone,-1.0,1,0,1,0.0,0.0,0.0
